분류,제목,키워드,URL
IT_과학,‘부산 사이버보안 콘퍼런스’ 개최,"콘퍼런스,부산,사이버,보안,개최,7일,벡스코,부산시,한국주택금융공사,국정원,개최,지부,공동,사이버,위협,대응,역량,강화,지원,부산,지역,정보,보호,산업,활성,부산시,6일,벡스코,전시장,안전,사이버공간,Busan,Good,주제,부산,사이버,보안,콘퍼런스,개최,한국주택금융공사,국가,정보원,지부,공동,주최,한국정보보호학회,영남,정보,보호,영재교육원,부산,정보,보호,영재교육원,공동,주관,행사,사이버,위협,대응,역량,강화,산업,부산,지역,정보,보호,활성화,지원,마련,생성,인공,지능,AI,등장,응용,정보,확산,북한,사이버테러,국가,안보,위협,요인,증가,지역,사이버,안보,역량,강화,방안,모색,예정,주제,강연,정보,보안,기업,공공기관,제품,전시관,공간,해킹,체험,디지털,체험관,전시,체험,부대행사,진행,1일,6일,한국사이버,안보,학회장,김상배,서울대,교수,사이버,안보,복합지정학,미래,국가,전략,모색,주제,기조,강연,시작,사이버보안,주제,강연,부대행사,정보,보안,기업,채용설명회,설명회,공공,기관,정보,사업,2일,7일,지자체,공공기관,보안업무,대상,사이버,침해,사고,대응,역량,강화,4개,부산지역,전문가,강연,부산,지역,특화,금융,해양,보안,분야,이슈,주제,3개,4개,강연,부대행사,한국정보보호학회,영남,지부,학술논문발표회,추계,학술,발표회,행사,사항,공식,누리집,확인,행사,참여,4일,누리집,온라인,사전,등록,현장,행사,당일,신청,이준승,행정부시장,이준승,행정,부시장,챗지피티,ChatGPT,바드,Bard,Bing,생성,인공,지능,AI,등장,동시,방위,유행,자리,활용,응용,급변,사이버,보안,위협,증가,시대,변화,사이버,보안,콘퍼런스,민간,공공,학계,협력,강화,사이버,위협,대응,방안,모색,정보,최신,사이버,보안,공유,영남취재본부",https://view.asiae.co.kr/article/2024110208181636488
문화,로제 ‘아파트’ 영국 싱글차트 2위 K팝 여성가수 최고 순위,"로제,아파트,2위,영국,싱글,차트,K팝,순위,여성,가수,최고,블랙핑크,로제,마스,팝스타,브루노,듀엣곡,아파트,싱글차트,영국,오피셜,싱글,차트,2위,차지,로제,영국,싱글,차트,순위,기록,가수,여성,기록,1일,현지시간,공개,최신,순위,아파트,지지,페레즈,세일러,Sailor,Song,2위,아파트,차트,지난달,4위,진입,가수,차트,정상,싸이,강남스타일,유일,아파트,공개,로제,정규,앨범,로지,rosie,선공개,한국,게임,한국,아파트,게임,영감,노래,아파트,아파트,반복,중독적,후렴구,밴드,사운드,공개,세계,인기,싱글차트,빌보드,메인,싱글,차트,8위,기록,뮤직비디오,11일,음원,공개,2억,유튜브,조회수,돌파,틱톡,소셜미디어,SNS,외국,아파트,한국어,발음,영상,챌린지,유행",https://www.khan.co.kr/culture/tv/article/202411020817001
사회,"""대출 받기 쉽네"" 20대가 수억원 뜯어낸 수법은","대출,20대,수법,계약,허위,전세,근거,대출금,20대,징역형,선고,춘천지법,형사,단독,김택성,부장,판사,사기,혐의,기소,징역,선고,2일,사기,혐의,주민,등록,위반,재판,6개월,징역,집행,유예,선고,보호관찰,명령,2022년,5월,허위,임대인,임차인,역할,주택,소유주,대출,명의자,모집,서울,경기,안산,강원,춘천,공인,중개사,사무소,계약서,허위,전세,작성,케이뱅크,카카오뱅크,인터넷,은행,대출금,혐의,재판,B씨,허위,작성,전세,계약서,근거,전세,보증금,대출,정부,사이트,전입신고,허위,혐의,A씨,차례,2억,B씨,차례,3억,공범들,사실,공소장,A씨,조사,결과,B씨,금융기관,청년,전월세,보증금,대출,제도,서류,방식,처리,형식,심사,대출금,지급,제도,허점,악용,부장,편취,금액,피해,회복,종합,양형",https://www.hankyung.com/article/2024110258057
사회,남부 제주 중심 비 한낮 온화해요 [주말 날씨],"남부,제주,중심,한낮,주말,날씨,비구름,동쪽,동해안,영남,동해안,영남,5~30,전남,제주,5~20,강원,남부,충청,미만,예상,제주,동해안,기온,안팎,평년,기온,월요일,중부,지방,차례,화요일,기온,서울,기온,5도,기온,서울,기온,서울,광주,대구,바다,물결,해상,최고,미터,만큼,겉옷,준비,날씨정보,기상,캐스터,배혜지,그래픽,최다애",https://news.kbs.co.kr/news/view.do?ncd=8096754&amp;ref=DA
문화,‘신인 연극배우’ 조승우의 원맨쇼 같은 ‘햄릿’ ‘조햄릿’에 가려진 배역들 아쉬워,"신인,연극배우,조승우,원맨쇼,햄릿,조햄릿,배역들,타이틀,연극,뮤지컬,오페라,영화,제목,이름,주역,의미,타이틀,작품,주인공,부담,자신,배역,작품,얼굴,인식,흥행,작품성,성과,책임,자유,얘기,타이틀,출연,작품,성공,인지도,인기,역할,애칭,훈장,뮤지컬,지킬,하이드,헤드윅,타이틀,열연,조지킬,조드윅,배우,조승우,조햄릿,훈장,연극,햄릿,데뷔,연극,무대,조승우,주인공,햄릿,열연,모습,예술의전당,제공,데뷔,연극,도전,연기,셰익스피어,비극,햄릿,완벽,햄릿,변신,관객,탄성,서울,예술의전당,토월정통연극시리즈,공연,햄릿,연출,신유청,무대,예술의전당,조승우,출연,소식,몰입도,감정,연기,폭발적,에너지,무대,장악,조승우,역사,매혹적,햄릿,조햄릿,기대감,CJ토월극장,규모,CJ,토월극장,회차,매진,조승우,춘향뎐,임권택,감독,영화,데뷔,영화,뮤지컬,드라마,출연,연기,내공,햄릿,무대,폐하,태양빛,무대,대사,등장,순간,존재감,덴마크,아버지,죽음,어머니,재혼,슬픔,분노,햄릿,왕위,숙부,클로디어스,아들,얼굴,먹구름,위선,조승우,공연,내면,심리,갈등,감정,햄릿,왕자,무대,객석,공기,압도,클로디어스,부왕,독살,사실,부왕,유령,햄릿,진실,규명,복수,거짓,세상,감정,얼굴,표현,사랑,만큼,배신감,어머니,거트루드,연인,오필리아,클로디어스,폴로니어스,충복들,경계심,햄릿,단순,복수,핏빛,비극,동서고금,욕망,양심,정의,현실,죽음,사이,감옥,인간들,모습,셰익스피어,햄릿,설득력,조승우,연극,무대,정도,팔색조,연기,객석,긴장,3시간,공연,연극,사랑,와이프,엔젤스,아메리카,개성,연출,주목,신유청,햄릿,셰익스피어,희곡,도전작,얼마,신시컴퍼니,얼마,국립극단,삼연,재연,무대,세계,1000회,가량,공연,햄릿,모험,작품,연출,연출,오늘날,햄릿,공연,햄릿,시대,거울,시대,사람들,울림,햄릿,자신,생애,덴마크,왕자,이야기,시대,관절,세상,메시지,당부,신유청,햄릿,평가,포틴브라스,노르웨이,왕자,막판,비중,배치,원작,충실,현대적,구어체,속도감,전개,CJ토월극장,깊이,높이,활용,짜리,삼각,계단식,복도,거대,기둥,무대,미술,인상적,햄릿,조승우,원맨,작품,햄릿,대척점,클로디어스,박성근,배역,거트루드,정재은,호레이쇼,김영민,오필리아,이은조,레어티즈,백석광,평면적,배역,감정,이입,연기력,배우들,조승우,햄릿,만큼,희극,폴로니어스,인물,설정,이질감,폴로니우스,명색,나라,재상,죽음,햄릿,추방,오필리아,자살,아버지,여동생,레어티즈,분노,유발,결국,등장인물,비극,파국,시발점,조승우,화제성,흥행,성공,작품성,호불호,전국환,선왕,유령,이남희,무덤지기,이강욱,로젠크란츠,전재홍,길덴스턴,송서유,포틴브라스,조연,출연,공연,17일",http://www.segye.com/content/html/2024/11/01/20241101510724.html
지역,"과속에 신호위반까지 군용차량 교통법규 위반, 5년간 1만건 넘어","과속,신호위반,위반,군용,차량,교통,법규,5년,1만,군용차량,교통,법규,위반,1만,년간,국회,국방,위원회,소속,더불어민주당,황희,의원,국방부,공군본부,제출,자료,결과,2020년,상반기,군용차량,교통,법규,위반,1만,적발,집계,돈반,별명,K-,군용,트럭,연도별,2020년,증가추세,6월,적발,군별,육군,공군,해군,해병대,위반,유형,속도위반,신호위반,2425건,통행위반,327건,50건,진로,변경,위반,불이행,등화점,조작,안전,운전,의무,위반,기간,교통,법규,위반,통보,금액,과태료,부과,5억,3억,납부,40%,2억,과태료,미납,건수,비율,납부,건수,66.9%,군용차량,교통,법규,위반,과태료,국방부,지침,간부,개인,납부,행정처분,군기,위반,처리,황희,의원,군용차량,국민,생명,안전,교통법규,준수,지적,간부,장병들,운전,업무,수행,장병,대상,교통,법규,교육,강화,대책마련",http://www.segye.com/content/html/2024/11/01/20241101506416.html
경제,기름값 3주 연속 상승 휘발유 가격 다시 1600원대 진입,"기름,연속,상승,휘발유,가격,1600원,진입,기름값,주유소,기름,오름세,연속,기록,휘발유,가격,리터,1600원,돌파,한국석유공사,유가,정보,오피넷,10월,31일,판매,전국,주유소,휘발유,평균,직전,대비,리터당,상승,1600.2원,기록,10월,1500원,4주,1600원,진입,휘발유,가격,전국,서울,지역,직전,9.4원,1670.2원,가격,대구,10.8원,1566.8원,집계,상표,알뜰주유소,리터,평균,1571.9원,판매가격,경유,평균,판매,가격,상승,리터,1428.7원,기름,중순,인상,추세,전망,가격,국제,석유,제품,약세,1일,시행,조치,유류세,인하,축소,인상,요인,발생,산업통상자원부,지난달,석유,시장,점검,회의,유류세,환원,결정,1일,리터당,휘발유,42원,경유,41원,액화석유가스,LPG,요인,인상,발생,국제,이스라엘,제한적,보복,중동,영향,하락,수입,원유,가격,기준,두바이유,직전,2.6달러,대비,배럴,달러,71.6달러,가격,국제,휘발유,달러,하락,76.9달러,경유,국제,자동차,1.3달러,85.8달러,집계,국제,유가,변동,3주,가량,차이,가격,주유소,반영,대한석유,협회,관계자,이날,유류세,환원,진행,기름값,주도,기름,가능성,국제유가,안정세,상승,전망",https://www.chosun.com/economy/industry-company/2024/11/02/VKYIO3WCPJFS5OYFOY2R6XGYIM/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
경제,金 한 돈에 52만원... 6년 전 6억이던 ‘APT골드바’의 현재 가격은?,"52만,6년,6억,APT골드바,가격,금값,40%,상승,12.5,kg,가격,금덩이,얼마,왕개미연구소,금값,돌반지,삼성전자,주식,아내,포기,주식,큰일,회사원,회사원,순금,3.75,가격,52만,테크,투자자,희비,반년,반년,금값,40만,돌파,꼭지,생각,처분,사람들,가계,자산,예금,주식,위주,사람들,투자,고민,금테크,투자자들,대상,회사원,C씨,월급,여유,자금,시장,중고,거래,금붙이,각국,정부,부채,증가,가능성,금융,위기,가능,C씨,훗날,결혼,자녀,생각,장기,보유,생각,골드플레이션,저자,조규원,실질금리,마이너스,가치,금값,평균적,10년,상승,경향,2019년,시작,수퍼사이클,초강세장,지속,기간,가능성,골드바,본전,15%,투자,골드뱅킹,KRX,금시장,상장지수펀드,상장,지수,펀드,ETF,수단,전통적,투자법,관심,사람들,금은방,골드바,금괴,실물,안방,금고,보관,실물,거래,비용,단기,투자,적합,부가세,10%,10%,손실,시작,세공비,거래,수수료,비용,가량,가격,차이,10~15%,정도,부담,안전자산,생각,생각,거래,하루,30%,손해,투자,전문가,조규원,골드바,투자,실물,장점,관심,실물,투자,가격,변동,둔감,심리적,안정감,10돈,금덩이,당장,금값,당장,급락,9돈,ETF,금융자산,투자,상장,폐지,정부,통제,가능성,생각,실물,리스크,자유,실물,투자,거래,비용,방법,개인,개인,중고,거래,거래,상품,진품,보장,거래,시세,정확,일반인,장물,거래,가능성,범죄,노출,가능,주의,골드바,은행,금융회사,거래,금고,목적,세공,덩어리,형태,유리,금융회사,골드바,사이즈,중량,12.5,kg,하나은행,금융,출시,25.4,cm,5.5,cm,높이,4.2,cm,직육면체,모양,가격,6억,6억,아파트,APT골드바,별명,APT골드바,가격,하나은행,APT골드바,구매,가격,18억,정도,참고,실물,차익,세금,금융,소득,종합,과세,대상,포함,번영,부동산,주식,자산,시장,중국,최고,재테크,수단,자리,연구원,최설화,메리츠증권,요즘,중국인,재테크,수단,채권,원래,중년층,소비,계층,젊은이들,재테크,목적,뉴욕타임스,NYT,중국,China,buying,Gold,tomorrow,중국,현황,사재기,보도,NYT,중국,베이징,직장인,옛말,번영,乱世藏金,盛世藏玉,세상,혼란,금값,생각,중국인들,여파,사랑,중국,상장,ETF,보유량,사상,100톤,돌파,중국,기준,보유량,ETF,증가,전년,동기,대비,49%,무게,가격,발품,조선일보,왕개미,연구소,구독,주소,www.chosun.com,tag,ants",https://www.chosun.com/economy/money/2024/11/02/KYZGQOK2VNGR5M5SVAAJATGPBA/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
사회,“킨텍스에 폭발물 설치할 것” 게시글 신고에 ‘발칵’ 경찰 작성자 추적중,"킨텍스,폭발물,설치,신고,발칵,경찰,작성자,추적중,경기,고양시,킨텍스,행사장,폭발물,설치,의심,신고,경찰,접수,경찰,소방,출동,200명,관람객들,대피,소동,발생,경찰,1일,킨텍스,전시장,게임,행사장,폭발물,설치,인터넷,커뮤니티,신고,글쓴이,사람,해산,폭발물,설치,취지,경찰,소방,출동,입장,관람객,200명,대피,경찰,특공대,탐지견,투입,행사장,안팎,관람객,가방,수색,폭발물,발견,경찰,작성자,추적,게시,경위,수사,예정",http://biz.heraldcorp.com/view.php?ud=20241102050004
경제,주유소 기름값 3주 연속↑ 휘발유 1600원대,"주유소,기름,연속,휘발유,주유소,휘발유,경유,가격,주간,평균,연속,한국석유공사,유가,정보,오피넷,10월,31일,판매,전국,주유소,휘발유,평균,직전,대비,직전,상승,1600.2원,집계,10월,1500원,4주,1600원,가격,서울,직전,9.4원,1670.2원,가격,대구,10.8원,1566.8원,기록,상표,알뜰주유소,평균가,1571.9원,판매가격,경유,평균,판매,가격,1428.7원,집계,국제,이스라엘,제한적,보복,중동,수입,원유,가격,기준,두바이유,직전,배럴,달러,71.6달러,기록,가격,국제,휘발유,달러,하락,76.9달러,집계,경유,국제,자동차,1.3달러,85.8달러,국제,유가,변동,3주,가량,차이,가격,주유소,반영,대한석유,협회,관계자,이날,유류세,환원,진행,기름값,주도,기름,가능성,국제유가,안정세,상승",http://biz.heraldcorp.com/view.php?ud=20241102050003
